address,bookmarks,dislikes,food_type,likes,name,number_of_reviews,price_range
"2/F, The Lamma City, 761 Nathan Road,",12763,28,Hong Kong Style,82,Running Chicken 米走雞,(153 Reviews),$101-200
"4/F, Ko's House, 577 Nathan Road,",13709,1,Western,18,Double Cafe 孖啡,(35 Reviews),$51-100
"G/F, 72 Soy Street,",4441,10,Shanghai,27,King of Sheng Jian 正宗上海生煎皇,(63 Reviews),$51-100
"G/F, 21 Tung Choi Street,",2400,0,Korean,30,Seoul 首爾,(38 Reviews),$51-100
"1/F, 80-82 Shan Tung Street,",3969,9,Hong Kong Style,72,Loyi Faateng 老二花廳,(98 Reviews),$101-200
"2/F., 38 Nelson Street,",2778,5,Guangdong,34,富盈廚坊雞煲．海鮮專門店,(59 Reviews),$101-200
"3/F, 33 Mong Kok Road,",2377,6,Hong Kong Style,42,Brother3 老三火鍋,(92 Reviews),$101-200
"G/F, 33 Nelson Street,",2635,22,Hong Kong Style,108,66 Hotpot 陸陸雞煲火鍋,(208 Reviews),$101-200
"3/F., Michealson House, 38-49 Sai Yeung Choi Street South,",2857,0,Western,35,Coffee Green Tea 咖啡綠茶,(37 Reviews),Below $50
"B/F, 655 Nathan Road,",509,16,Japanese,77,Yoshinoya 吉野家,(118 Reviews),$51-100
"2/F, Southgate Commercial Centre,  29 Granville Road,",5605,15,International,563,Hungry Pug 八哥主題餐廳,(613 Reviews),$101-200
"Shop 1-2, G/F, Kiu Fung Mansion, 83-89 Kimberlay Road,",40506,25,Western,385,LAB EAT Restaurant & Bar,(487 Reviews),$201-400
"19/F, 17-19 Ashley Road,",23327,71,Western,467,CHEF STAGE de Eddy Chu,(770 Reviews),$401-800
"18/F, H8, 8 Hau Fook Street,",27327,15,Western,343,The Captain's House,(459 Reviews),$201-400
"2/F, H8, 8 Hau Fook Street,",32630,24,Spanish,256,Espuma,(418 Reviews),$101-200
"2/F, The HART, 4 Hart Avenue,",31185,27,Korean,398,Goobne Chicken,(504 Reviews),$101-200
"Shop G102, G/F, Gateway Arcade, Harbour City, 25 Canton Road,",25893,15,American,452,The Cheesecake Factory 芝樂坊餐廳,(506 Reviews),$101-200
"Shop 502, 5/F, The ONE, 100 Nathan Road,",10445,31,Japanese,312,Hiroshi 宏,(460 Reviews),$101-200
"6/F, Prince Tower, 12A Peking Road,",14612,30,Western,370,Shine,(496 Reviews),$201-400
"G/F, 26 Kimberley Road,",17385,14,Japanese,340,Ramen Bari-Uma 霸嗎拉麵,(412 Reviews),$51-100
"Shop 34, LCX, 3/F, Ocean Terminal, Harbour City, 3-27 Canton Road,",15721,3,Korean,268,The Joomak,(300 Reviews),$101-200
"Shop 5&6, G/F, Wah Fung Building, 23 Minden Avenue,",18742,43,Japanese,374,Flame Japanese Cuisine 焱丸水產,(468 Reviews),$201-400
"2/F, Fortune Crest, 138 Sai Yeung Choi Street South,",7433,31,Chiu Chow,226,心夜來潮,(287 Reviews),$51-100
"4/F, Grand Place, 558-560 Nathan Road,",3848,66,Guangdong,233,Multi Taste 億饍,(401 Reviews),$101-200
"Shop 22-23, Level 9, Langham Place, 8 Argyle Street,",1880,6,Western,49,euro go go,(62 Reviews),$51-100
"G/F, 13 Hak Po Street,",504,42,Hong Kong Style,129,Cheers,(242 Reviews),$101-200
"5/F, Mongkok Metro, 594-596 Nathan Road,",1520,10,Japanese,42,Captain's Japanese Restaurant 組長日式放題,(81 Reviews),$101-200
"12/F, Hanway Commercial Center, 36 Dundas Street,",1145,14,Western,37,Odd Boardgame Bar & Cafe 棋吧,(97 Reviews),$51-100
"G/F, 11 Minden Avenue,",11541,9,Japanese,416,Arashiyama Japanese Restaurant 嵐山日本料理,(468 Reviews),$201-400
"6/F, 17-19 Ashley Road,",16523,12,Hong Kong Style,274,Hungry Bird 肚餓了串燒烤焗專門店,(359 Reviews),$101-200
"Shop 4, G/F, Eightland Gardens, 2 On Chee Road,",211,0,Steak House,3,Oyster King 蠔王,(4 Reviews),$101-200
"Basement, 218-220 Sai Yeung Choi St South,",323,53,Steak House,38,Garden Restaurant 花園餐廳,(130 Reviews),$51-100
英皇道275號南天大廈1樓,245,9,Steak House,15,Sweetheart Garden Restaurant 花園餐廳,(48 Reviews),$51-100
"Upper Basement, 27 Caine Road,",19,0,Steak House,2,名閣,(2 Reviews),Below $50
麼地道75號南洋中心地下36-41號舖,155,0,Steak House,2,Mody's Grill & Bar,(4 Reviews),$101-200
"Shop 4-6, G/F, Tak Hing Building, Castle Peak Road, Hung Shui Kui,",109,1,Steak House,3,Mazarine Cafe,(6 Reviews),$101-200
新發街34號地下,47,7,Steak House,3,A 100 Restaurant A100餐廳,(14 Reviews),Below $50
"G/F, 33 Hau Wong Road,",142,4,Steak House,4,Eastar Restaurant 東星餐廳,(19 Reviews),Below $50
"1/F, Chuang's London Plaza, 219 Nathan Road,",189,2,Steak House,2,Sweetheart Garden Restaurant 花園餐廳,(12 Reviews),$51-100
"G/F, Regal Airport Hotel, 9 Cheong Tat Road,",253,0,Steak House,9,The China Coast Bar + Grill 華岸酒吧扒房,(12 Reviews),$101-200
"G/F, 8  Soares Aveneu,",176,1,Steak House,2,Delicious Eatery,(10 Reviews),$101-200
"Shop 24, G/F, Wing Cheung Street,",82,0,Steak House,1,Gusteau's Hong Kong,(1 Reviews),$101-200
"G/F, 87 King Fuk Street, San Po Kong,",60,0,Steak House,1,TC Bistro,(3 Reviews),$201-400
"G/F, Finery Garden, 7 Yuk Nga Lane,",28,1,Steak House,1,星匯扒屋,(6 Reviews),$101-200
"G/F, 47 Kin Yip Street,",141,0,Steak House,1,Lazy P Kitchen 懶豬煮意,(2 Reviews),$101-200
"Shop 5, 1/F, Causeway Centre, 28 Harbour Road,",172,1,Steak House,1,Grill 28,(2 Reviews),$201-400
"4/F, Jade Centre, 98 Wellington Street,",261,5,Steak House,3,Le Club Central 中環會,(13 Reviews),$101-200
"Shop 275, 2/F, East Point City, 8 Chung Wa Road,",97,7,Steak House,2,Mr. Steak 牛扒先生,(17 Reviews),$201-400
"Shop C, G/F, Ming Wah Court, 20-30 Sung Chi Street,",18,0,Steak House,1,Eight Station Cafe 第八站咖啡廳,(2 Reviews),$101-200
"Hong Kong Parkview, 88 Tai Tam Reservoir Road,",49,0,Steak House,1,George's,(1 Reviews),$401-800
"Shop 71-73 & 82B, G/F, Fortune City One,",213,11,Steak House,4,American Seafood & Grill 美國餐廳,(31 Reviews),$101-200
"Shop 2035-36, Metro City Plaza II, 8 Mau Yip Road,",15,7,Steak House,9,Primavera,(2 Reviews),$101-200
"UG/F, The Wellington, 198 Wellington Street,",17,1,Steak House,0,ZENTRO,(2 Reviews),$401-800
"9/F, Ginza Plaza, 2 Sai Yeung Choi Street South,",5830,12,French,21,Mini Friday,(64 Reviews),$101-200
"29 Yik Yam Street,",149,13,Steak House,12,Happy Valley Steak House 鐵板站,(23 Reviews),$101-200
"G/F, 257 Lai Chi Kok Road,",17,6,Steak House,2,譽興餐廳,(1 Reviews),Below $50
"Shop 9A-C, Island Resort Mall, 28 Siu Sai Wan Road,",321,16,Steak House,4,"Valerie's @ Waterfront Restaurant, Cafe, Bar",(36 Reviews),$101-200
"Shop C, G/F, Merit Place, 5 Mei Sun Lane,",62,1,Steak House,5,Creative Ma's Restaurant 小馬哥x豬扒王子,(9 Reviews),Below $50
"2/F, The Lamma City, 761 Nathan Road,",12763,0,Hong Kong Style,38,Running Chicken 米走雞,(48 Reviews),$101-200
"4/F, Ko's House, 577 Nathan Road,",13709,0,Western,26,Double Cafe 孖啡,(29 Reviews),$51-100
"Shop 501, 5/F, Moko, 193 Prince Edward Road West,",2167,3,Shanghai,22,Shanghai Min 小南國,(56 Reviews),$201-400
"Shop 6, G/F, 55 Dundas Street,",536,5,Hong Kong Style,61,和藏桂林夜市,(127 Reviews),Below $50
"Shop D, G/F, Lisa House, 12-14A Yim Po Fong Street,",1296,8,Western,44,The Trafalgar Brewing Company,(70 Reviews),$51-100
"1/F, Mongkok Commercial Centre, 16 Argyle Street,",1217,2,Philippines,30,Jollibee 快樂蜂,(50 Reviews),Below $50
"3/F, Royal Plaza Hotel, 193 Prince Edward Road West,",1281,7,Guangdong,32,Di King Heen 帝京軒,(65 Reviews),$401-800
"Shop 206, 2/F, Grand Tower, 639 Nathan Road,",1347,0,International,43,Le Grand Pokka Cafe,(43 Reviews),$101-200
"Shop E, G/F, Lee Kwan Building, 86 Tung Choi Street,",2190,2,Guizhou,23,貴州遵義黔營羊肉粉,(41 Reviews),Below $50
"2/F, The Lamma City, 761 Nathan Road,",12763,61,Hong Kong Style,406,Running Chicken 米走雞,(621 Reviews),$101-200
"Flat 08-09, 25/F, Golden Era Plaza, 39 Sai Yee Street,",11717,14,Italian,270,Station 3 Cafe 第三站,(367 Reviews),$101-200
"4/F, Ko's House, 577 Nathan Road,",13709,13,Western,402,Double Cafe 孖啡,(448 Reviews),$51-100
"3/F, 168 Sai Yeung Choi Street South,",23034,15,Japanese,254,Banmoto Japanese All You Can Eat Restaurant 番本日式放題,(376 Reviews),$201-400
"G/F, 24 Sai Yee Street,",14323,67,Western,210,Amico 1890,(422 Reviews),$101-200
"10/F, CTMA Centre, 1 Sai Yeung Choi Street,",6721,58,Japanese,304,DaBen Ei Japanese Restaurant 大本瀛日式放題,(455 Reviews),$201-400
"Shop A, G/F, Lisa House, 12-14A Yim Po Fong Street,",21661,27,Guangdong,376,Lo Dim 老點點心竹筒飯,(497 Reviews),$51-100
"Level L, Cordis, Hong Kong at Langham Place, 555 Shanghai Street,",43087,7,International,223,The Place,(265 Reviews),$401-800
"9/F, Chong Hing Square, 593-601 Nathan Road,",18220,26,Korean,406,Korean House 韓舍,(491 Reviews),$101-200
"5/F, Grand Place, 560 Nathan Road,",14234,23,International,324,EAT ME Bar & Restaurant,(406 Reviews),$101-200
"G/F, Kin Wong Manison,117 Sai Yee Street,",9723,1,Korean,231,OPPA Korean Restaurant OPPA韓國燒肉店,(253 Reviews),$101-200
"8/F, CTMA Centre, 1 Sai Yeung Choi Street,",10697,1,Korean,183,Kobe Fusion Restaurant 神戶屋日韓放題,(216 Reviews),$201-400
"8/F, Chong Hing Square, 593-601 Nathan Road,",18412,6,Japanese,245,Daimanki Japanese Restaurant 大滿喜日本料理,(285 Reviews),$201-400
"23/F, 726 Nathan Road,",9312,28,Hong Kong Style,267,Lazy Pot 吞POT 雞煲火鍋.住家菜,(361 Reviews),$101-200
"Shop 106-112, 1/F, Sun Hing Building, 607 Nathan Road,",13671,13,Taiwan,189,養心殿台式養生鍋,(260 Reviews),$201-400
"Shop A, G/F, Mee Lun House, 2-4 Mee Lun Street,",50,0,Steak House,8,Segreto Private Kitchen,(9 Reviews),Above $801
"Shop 26D1, G/F, Tak Cheong Building, 1001 Kwai Chung Road,",12,48,Steak House,199,Premier House Restaurant 良屋餐廳,(334 Reviews),$101-200
"Shop 1-39, Lei Tung Market, 3/F, Lei Tung Commercial Centre, Lei Tung, Estate, 5 Lei Tung Estate Road,",10,0,Bakery,6,Super Gourmet 利東邨美食滙超級街市,(7 Reviews),$51-100
"G/F, 15 Smithfield, Kennedy Town,",13,11,Steak House,26,Once Kitchen,(61 Reviews),$51-100
"Shop 19, G/F, Crystal Park, 50 Ma Tin Road,",47,8,Steak House,40,B-TOO,(70 Reviews),$101-200
"5/F, 27 Ashley Road,",80,6,Steak House,71,Aqua Square,(84 Reviews),$51-100
"1/F, Hang Wai Industrial Center, 6 Kin Tai Street,",536,18,Steak House,93,JaseLab Cookery ,(148 Reviews),$401-800
"Shop T03, 3/F, Hang Lung Centre, 2-20 Paterson Street,",4606,41,Steak House,186,(Moved),(305 Reviews),$401-800
"Shop A, 4/F, Lan Kwai House, 5-6 Lan Kwai Fong,",307,18,Steak House,113,Mr. Steak Buffet à la minute ,(170 Reviews),$401-800
"13C Sun Ying Industrial Centre, T9 Tin Wan Close,",293,0,Steak House,1,The Butchers Club ,(1 Reviews),$101-200
"Shop A, 1/F, Kowloon Centre, 29-39 Ashley Road,",138,6,Steak House,22,(Moved),(40 Reviews),$51-100
砵蘭街200號,1201,48,Steak House,142,Sweetheart Garden Restaurant 花園餐廳 ,(289 Reviews),$51-100
"1/F, 2-4 Yue Man Square,,",69,23,Steak House,16,(Moved),(66 Reviews),$51-100
"Shop F-G, No.18 Jupiter Street, Fortress Hill,,",65,3,Steak House,13,Magic Cafe & Grill 天機棧 ,(17 Reviews),$201-400
"Shop 5A, G/F, Great Wall Building, 16 Tam Kung Road,",16,1,Steak House,7,(Moved),(11 Reviews),$51-100
"2/F, Royal Park Hotel, 8 Pak Hok Ting Street,",7357,21,Steak House,152,Sweetheart Garden Restaurant 花園餐廳 ,(203 Reviews),$401-800
"G/F, Parkes Mansion, 7 Parkes Street,",1515,2,Steak House,25,(Moved),(39 Reviews),$101-200
"2/F, The Lamma City, 761 Nathan Road,",12763,40,Hong Kong Style,514,Running Chicken 米走雞,(744 Reviews),$101-200
"9/F, Ginza Plaza, 2 Sai Yeung Choi Street South,",5830,19,French,396,Mini Friday,(500 Reviews),$101-200
"Flat 08-09, 25/F, Golden Era Plaza, 39 Sai Yee Street,",11717,6,Italian,338,Station 3 Cafe 第三站,(386 Reviews),$101-200
"Shop 4, G/F, Ngai Hing Mansion, 22 Pak Po Street,",27700,28,Western,291,HeSheEat,(383 Reviews),$51-100
"G/F, 126 Tung Choi Street,",14394,16,Thai,196,Thai Chef Thais Restaurant 泰廚泰國菜館,(266 Reviews),$101-200
"2/F, The Lamma City, 761 Nathan Road,",12763,39,Hong Kong Style,389,Running Chicken 米走雞,(540 Reviews),$101-200
"25/F, 724-726 Nathan Road,",29992,15,French,313,Sky726,(415 Reviews),$201-400
"2/F, Dundas Square, 43H Dundas Street,",31704,22,Guangdong,360,Market Hotpot 鮮入圍煮,(456 Reviews),$201-400
"Shop B, G/F, Legent Court, 33 Yin Chong Street,",15107,19,International,333,Ocio,(414 Reviews),$101-200
"15/F, King Wah Centre, 628 Nathan Road,",20419,27,Korean,297,Goobne Chicken,(386 Reviews),$101-200
"11/F, CTMA Centre, 1 Sai Yeung Choi Street,",16537,12,Korean,343,Yadllie Plate,(437 Reviews),$101-200
"1 & 2/F, 50 Shan Tung Street,",18207,6,Japanese,300,Day and Nite by Master Kama,(331 Reviews),$101-200
"G/F, 106 Portland Street,",12795,11,Western,272,Amour Corner,(353 Reviews),$101-200
"5/F, MPM Plaza, 11 Nelson Street,",20897,5,Japanese,232,Daieiki Japanese Restaurant 大瀛喜日本料理,(279 Reviews),$201-400
"9/F, 726 Nathan Road,",14267,14,Korean,275,Running BBQ Running 燒,(319 Reviews),$201-400
"5/F, Chuang's London Plaza, 219 Nathan Road,",8191,4,Korean,46,Pyeong Chang Premium 平昌 Premium,(64 Reviews),$101-200
"Shop 1A, 24 Shanghai Street,",5387,4,Hong Kong Style,49,靚粥工房,(60 Reviews),$101-200
"G/F, 269 Temple Street,",977,0,Thai,49,Sawasdee Krub Thai Restaurant 莎娃迪卡,(56 Reviews),$51-100
"5/F, Jd Mall, 223-239 Nathan Road,",819,1,Korean,47,Han Ka Jang Korean BBQ 韓家莊韓式燒烤,(54 Reviews),$101-200
"2/F, Wing Kwok Centre, 182 Woosung Street,",1342,17,Taiwan,143,養心殿台式養生鍋,(222 Reviews),$201-400
"G/F, Shop 1L, Nanking Street,",4691,9,Italian,72,Amour Cafe,(104 Reviews),$51-100
"7/F, Chuang's London Plaza, 219 Nathan Road,",2972,18,Guangdong,63,Kam Shan Seafood Restaurant 金山海鮮酒家,(141 Reviews),$101-200
"G/F, 274 Temple Street,",4171,2,Hong Kong Style,32,麵麵店,(52 Reviews),Below $50
"G/F, 18 Tak Hing Street,",3455,0,Shanghai,24,好德來小籠包店,(29 Reviews),$51-100
"G/F&2/F,15A Saigon Street,",1404,12,Guangdong,83,Siu Lam Kuan Restaurant 小杬館食坊,(127 Reviews),$51-100
"63 Pilkem St,,",4648,0,Hong Kong Style,61,Yee Shun Dairy Company 港澳義順牛奶公司,(69 Reviews),Below $50
"G/F, 28 Battery Street,",1196,5,Hong Kong Style,41,飯飯店,(59 Reviews),$201-400
"Shop 6, Keybond Commercial Building, 38 Ferry Street,",2276,62,Hong Kong Style,110,McQ 乜嘜雞蛋仔,(279 Reviews),Below $50
"G/F, San Diego Hotel, 169-189 Woosung Street,",2519,2,Italian,36,Marco's Oyster Bar & Grill,(40 Reviews),$201-400
"G/F and M/F, Mau Lam Commercial Building, 16-18 Mau Lam Street,",551,0,Indian,29,Curry Leaf 咖哩葉,(40 Reviews),$51-100
"5/F, Chuang's London Plaza, 219 Nathan Road,",8191,4,Korean,119,Pyeong Chang Premium 平昌 Premium,(150 Reviews),$101-200
"3/F, Jardine Centre, 50 Jardine's Bazaar,",5476,54,Hong Kong Style,725,Running Chicken Deluxe 米走雞Deluxe,(906 Reviews),$101-200
"5/F, Chuang's London Plaza, 219 Nathan Road,",8191,8,Korean,149,Pyeong Chang Premium 平昌 Premium,(206 Reviews),$101-200
"Shop 6-8, Wah Chi Building, 286-294 Temple Street,",6271,4,Western,77,Sense Cafe,(125 Reviews),Below $50
"8/F, Chuang's London Plaza, 219 Nathan Road,",6566,11,Hong Kong Style,106,Jackpot 好一鍋海鮮火鍋專門店,(157 Reviews),$101-200
"G/F, 53 Pilkem Street,",13001,0,Korean,87,Jang Dok Korean Restaurant 醬缸韓國料理,(97 Reviews),$101-200
"G/F, Justen Centre, 46-52 Wai Ching Street,",1064,3,Hong Kong Style,70,Tao Yuen Hotpot Restaurant 淘園火鍋館,(81 Reviews),$201-400
"Shop 5, G/F, Fortune Terrace, 4-16 Tak Shing Street,",3053,12,Western,94,Cafe REVOL,(122 Reviews),$51-100
"Shop 6, G/F, Kam Po Building, 42-50 Parkes Street,",2336,3,Western,51,Bigger Burger Cafe,(82 Reviews),$51-100
"12/F, Chuang's London Plaza, 219 Nathan Road,",9510,15,Chiu Chow,100,Giant Seafood Hot Pot 大鍋口海鮮火鍋店,(130 Reviews),$101-200
"G/F, 27 Ning Po Street,",3822,46,Hong Kong Style,156,Grass Island Sea Urchin BBQ 塔門仔海膽燒,(271 Reviews),$101-200
"5/F, Sino Cheer Plaza, 66 Parkes Street,",12176,1,Japanese,76,板燒郎燒肉鐵板放題料理專門店,(84 Reviews),$101-200
"G/F, 22 Shanghai Street,",1460,0,Indian,75,Pizza Max Bistro,(78 Reviews),$51-100
"Shop 3, G/F, 14-22 Pilkem Street,",958,42,Western,260,Burger Lab,(411 Reviews),$51-100
"1/F, Chung Wai Commercial Building, 447-449 Lockhart Road,",6277,24,German,474,Manecy's Studio Restaurant,(606 Reviews),$101-200
"Shop D, G/F, Food Street, 50-56 Paterson Street, Fashion Walk,",34590,2,American,420,Burgeroom,(433 Reviews),$51-100
"5/F, The L. Square, 459-461 Lockhart Road,",25529,9,Western,518,The Grill Room,(550 Reviews),$201-400
"18/F, Macau Yat Yuen Centre, 525 Hennessy Road,",15390,22,Japanese,413,Toretore Hamayaki 漁獲浜燒,(537 Reviews),$201-400
"2/F, Shining building, 477-481 Jaffe Road,",9562,4,Japanese,388,Shika Teppan-Yaki 鉄人旨花,(426 Reviews),Above $801
"7/F, 3 Yiu Wa Street, Bartlock Centre,",21211,21,Korean,398,Sodam Chicken,(478 Reviews),$101-200
"21/F, Cubus, 1 Hoi Ping Road,",13109,8,Korean,533,The Hwaduk,(567 Reviews),$101-200
"G/F, 9 Caroline Hill Road,",12125,13,Western,461,Mackie Kitchen 阿麥廚房,(641 Reviews),$101-200
"7/F, Jardine Center, 50 Jardine's Bazaar,",14080,29,Western,438,Tai Pai Tong Hong Kong 西餐大排檔,(599 Reviews),$201-400
"Shop 1A-1B, G/F, Leishun Court, 106-126 Leighton Road,",33758,7,Japanese,351,Via Tokyo,(400 Reviews),Below $50
"Shop 201, 2/F, Causeway Bay, 2-10 Great George Street,",13523,4,Western,338,HeSheEat,(384 Reviews),$51-100
"5/F,Plaza 2000,2-4 Rusell Street,",9925,13,Italian,333,Babbo Trattoria,(431 Reviews),$201-400
"16/F, The L. Square, No. 459-461 Lockhart Road,",25393,18,Western,340,ATUM Desserant,(389 Reviews),$101-200
"25/F, Bartlock Centre, 3 Yiu Wa Street,",26086,7,Western,314,Little Vegas,(375 Reviews),$101-200
"G/F, 51 Parkes Street,",8973,2,Hong Kong Style,69,Mak Man Kee Noodle Shop 麥文記麵家,(76 Reviews),Below $50
"G/F, Man King Building, 30 Man Wui Street,",1638,4,Hong Kong Style,79,糖水雄,(96 Reviews),Below $50
"5/F, Chuang's London Plaza, 219 Nathan Road,",8191,8,Korean,192,Pyeong Chang Premium 平昌 Premium,(235 Reviews),$101-200
"G/F, 145 Connaught Road Central,",3275,2,Japanese,41,Tokuzen Sushi 德膳壽司,(60 Reviews),$101-200
"Shop 2, G/F, Po Fat Building, 283 Temple Street,",9854,0,International,86,Dimpal Fusion & Pizza House 小酒窩餐廳,(95 Reviews),$101-200
"G/F, 157 Woosung Street,",1543,2,International,36,Seasons Restaurant & Bar,(61 Reviews),$101-200
佐敦德興街4-6號地下,5982,5,Hong Kong Style,53,倫哥火鍋私房菜,(81 Reviews),$201-400
"G/F, 44 Man Wai Street,",10389,5,Guangdong,73,聚滿坊粥底火鍋私房菜,(101 Reviews),$101-200
"1/F, Travelodge Kowloon, 23 Saigon Street,",2885,59,Italian,125,Oak Tree Ristorante,(254 Reviews),$101-200
"1/F, Hotel Novotel Hong Kong Nathan Road Kowloon, 348 Nathan Road,",12759,15,International,66,the SQUARE 品坊,(112 Reviews),$201-400
"G/F, 7-9 Burd Street,",7945,18,Guangdong,164,Sang Kee Congee Shop 生記粥品專家,(264 Reviews),Below $50
"G/F, 6-14 Upper Station Street,",6500,2,French,46,Upper Modern Bistro,(63 Reviews),$401-800
"Shop 8A, G/F, Well View Commercial Building, 8-12 Morrison Street,",975,1,Japanese,55,Create Sushi 創壽司,(63 Reviews),$51-100
"LG/F, 182 Wellington Street,",954,0,International,45,Fete Up 饗量,(45 Reviews),$51-100
"Room 603, 6/F, Cheungs Building, 1-3 Wing Lok Street,",2136,0,French,49,Moment Private Lounge & Kitchen,(53 Reviews),$201-400
"Shop LG, The Centre Mark, 287-299 Queen's Road Central (Entrance on Cleverly Street),",6722,9,Italian,46,The Cupping Room,(72 Reviews),$51-100
"3-4/F, 37C-37D Jordon Road,",7223,26,Hong Kong Style,139,Soi Lou Weng Hot Pot Restaurant 澳門台山水佬榮火鍋專家,(225 Reviews),$201-400
"G/F & 1/F,18 Cheung Lok Street,",5854,2,Guangdong,88,Xin Dau Ji 新斗記,(92 Reviews),$201-400
"G/F & 1/F, Kent Building, 39-39A Jordan Road,",844,1,Japanese,40,Fung Japanese Restaurant 風日本料理,(59 Reviews),$401-800
"G/F, 36 Man Yuen Street,",6514,1,Shanxi (Shan),64,Yau Yuen Siu Tsui 有緣小敍,(84 Reviews),$51-100
"G/F., 14 Wai Ching Street,",3473,3,Guangdong,53,拍板小館,(67 Reviews),$201-400
"G/f, 16 Man Ying Street,",3013,6,Sichuan,71,二家姐正宗原味麻辣火鍋,(91 Reviews),$201-400
"G/F, 226 Hollywood Road,",6043,2,Western,31,Corner Kitchen Cafe,(42 Reviews),$101-200
"G/F, 10 Hillier Street,",3436,9,Hong Kong Style,96,Vermicelli and fish soup specialist 生記鮮魚湯米線,(131 Reviews),Below $50
"G/F, Centre Stage, 108 Hollywood Road (facing Bridges Street),",7141,10,International,65,Oolaa,(113 Reviews),$201-400
"Shop F2, LG/F, 33 Hillier Street,",5151,1,Western,30,Brew Bros Coffee,(43 Reviews),$51-100
"G/F, 188 Hollywood Road,",3559,13,Korean,50,Seol Leong Tang 雪龍湯,(68 Reviews),$101-200
"2/F, Holiday Inn Express Hong Kong Soho, 83 Jervois Road,",2906,1,Thai,45,Moon Thai,(62 Reviews),$101-200
"G/F, 163 Hollywood Road,",6641,3,French,32,Bibo,(43 Reviews),Above $801
"G/F., Fu Fai Commercial Centre, 27 Hillier Street,",3286,4,Hong Kong Style,32,Dim Sum Square 聚點坊點心專門店,(57 Reviews),$51-100
"G/F, Man Ying Building, 18 Man Ying Street,",2978,1,Korean,61,Seng Seng Korean Cuisine 星星 Pho Cha,(67 Reviews),$101-200
"G/F, 42 Pilkem Street,",1140,3,Guangdong,78,Amber Leaf Restaurant 金葉小菜館,(87 Reviews),$101-200
"Shop C, G/F, 23 Boundary Street,",19698,15,Italian,310,Cafe Paradise,(383 Reviews),$51-100
